region,education,gender,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score,is_promoted
2,2,1,1,38,5,5,1,1,97,1
25,2,0,1,34,5,7,0,0,74,1
2,2,1,1,59,3,12,1,1,82,1
12,1,1,1,39,5,13,0,0,91,1
8,2,0,1,44,5,2,1,0,70,1
26,1,1,2,26,3,1,0,0,91,1
22,1,1,1,28,4,2,0,0,83,1
14,1,0,1,34,4,9,1,0,50,1
22,1,1,1,34,5,6,1,0,57,1
2,2,0,1,39,5,4,1,0,56,1
26,1,1,1,32,3,10,1,0,79,1
26,1,1,1,32,5,6,1,0,60,1
8,1,1,1,36,5,3,0,0,63,1
27,1,1,1,28,5,1,0,1,70,1
22,2,1,1,51,5,9,1,0,58,1
23,1,1,1,34,3,5,1,0,73,1
27,1,1,3,24,3,2,1,0,71,1
23,1,1,1,28,5,3,1,0,79,1
13,2,1,1,41,3,7,0,0,85,1
15,1,1,2,35,5,9,1,0,64,1
1,1,1,1,37,5,9,1,0,49,1
4,2,1,1,37,5,4,0,0,69,1
2,2,1,1,51,5,8,1,0,56,1
7,1,0,1,28,5,3,1,0,81,1
14,1,1,1,38,3,9,0,0,83,1
2,1,0,3,24,3,1,1,0,82,1
16,1,1,1,58,3,18,1,0,90,1
2,2,1,1,44,5,9,1,0,83,1
2,2,0,1,43,5,4,1,0,52,1
17,1,1,1,28,3,1,1,0,86,1
2,2,0,1,56,5,29,1,0,73,1
22,2,1,1,29,3,2,1,0,45,1
2,2,0,2,32,4,10,1,0,62,1
11,1,0,1,39,5,4,1,1,58,1
22,1,1,1,27,3,1,0,0,86,1
15,2,0,1,38,5,3,1,0,61,1
4,2,1,2,46,5,23,1,0,89,1
22,2,1,2,42,5,8,1,0,68,1
15,2,1,1,41,3,15,0,0,94,1
17,1,1,1,33,4,5,1,0,70,1
4,1,1,1,27,3,1,1,1,52,1
31,2,1,1,35,3,8,1,0,84,1
4,1,1,1,36,5,7,1,1,58,1
14,1,1,1,31,3,3,0,0,63,1
29,2,0,1,33,3,2,1,0,48,1
23,2,0,4,35,3,10,1,0,83,1
2,0,1,1,22,3,1,0,0,61,1
5,1,1,1,34,3,7,0,0,63,1
22,2,1,1,47,5,17,0,0,70,1
6,1,0,1,35,4,7,1,0,58,1
22,1,1,2,29,5,3,0,0,74,1
2,1,1,1,44,4,16,1,0,47,1
2,0,0,1,24,3,1,0,0,80,1
22,1,0,1,40,1,12,1,1,91,1
4,1,0,1,33,5,8,1,0,57,1
22,1,0,1,26,3,2,1,0,64,1
15,1,0,1,30,4,3,1,0,84,1
22,1,1,2,28,5,2,1,0,54,1
7,2,0,2,40,3,11,0,0,61,1
7,1,1,4,27,3,4,1,0,85,1
2,2,0,1,39,5,4,1,1,95,1
15,1,1,2,43,4,3,1,0,55,1
28,1,1,1,40,5,4,1,1,50,1
17,1,0,1,26,3,1,0,0,75,1
4,1,1,1,29,5,1,1,1,94,1
15,1,1,1,34,5,5,0,0,71,1
7,1,0,1,46,2,20,1,0,83,1
1,1,1,1,33,3,7,0,0,72,1
22,1,1,1,28,5,4,1,0,53,1
13,1,0,1,33,5,3,1,0,80,1
13,1,1,1,44,3,2,1,0,49,1
10,2,0,1,33,2,6,1,0,68,1
22,1,0,1,35,5,7,1,0,84,1
4,1,0,1,31,3,6,0,0,64,1
2,1,0,1,40,3,6,1,0,55,1
28,2,1,1,38,4,5,1,0,83,1
22,1,0,1,29,2,4,1,0,55,1
28,1,1,1,27,3,5,1,0,41,1
2,2,1,1,40,2,4,1,0,91,1
11,1,0,1,29,3,3,1,0,81,1
2,2,0,2,50,4,15,1,0,60,1
2,1,0,1,50,3,20,1,0,61,1
22,1,1,1,45,4,18,1,0,52,1
20,2,1,1,42,5,2,1,0,56,1
1,2,1,1,35,5,9,1,0,84,1
2,0,1,1,27,5,3,0,0,75,1
22,1,0,2,28,3,3,0,1,59,1
26,1,1,1,35,5,9,1,1,94,1
1,1,0,3,29,1,3,1,0,92,1
27,2,0,1,35,5,4,1,0,57,1
26,1,1,1,36,4,3,1,0,83,1
22,1,1,1,27,3,3,1,0,55,1
23,1,0,1,32,5,4,1,0,87,1
2,1,0,1,51,3,11,1,1,96,1
2,1,0,1,39,3,10,1,0,68,1
27,2,1,1,42,5,12,1,0,69,1
4,1,1,1,37,1,7,1,0,50,1
7,2,1,1,44,3,4,1,0,54,1
25,1,1,1,31,3,2,0,0,77,1
7,0,1,1,25,3,1,1,0,62,1
22,1,1,1,28,5,6,1,0,84,1
8,1,1,1,27,3,3,0,0,81,1
25,2,1,1,35,4,6,1,0,46,1
2,1,0,1,37,5,2,1,0,68,1
2,2,1,1,42,3,14,1,0,61,1
26,1,1,1,29,5,5,1,0,79,1
8,1,1,1,28,3,4,1,0,86,1
31,1,1,1,30,4,3,1,0,91,1
2,1,0,1,44,4,7,1,0,61,1
7,0,1,1,29,5,4,1,1,86,1
16,1,0,1,39,3,10,0,0,65,1
22,1,1,2,30,1,5,1,0,88,1
7,1,1,1,28,2,3,0,0,92,1
22,1,1,2,26,3,1,1,0,61,1
22,1,0,1,28,4,4,1,1,79,1
1,2,1,1,39,5,10,1,0,92,1
15,1,0,1,36,3,8,1,1,92,1
26,1,0,1,27,3,2,1,0,78,1
27,1,1,1,35,4,4,1,0,47,1
22,1,0,1,28,3,1,1,0,88,1
7,1,0,2,33,5,7,0,0,75,1
22,2,1,1,45,3,12,0,0,74,1
28,1,1,1,28,5,2,0,0,69,1
26,1,0,1,26,5,2,0,0,81,1
26,1,0,1,26,5,2,1,0,58,1
15,1,0,1,39,4,8,0,0,74,1
22,1,1,1,28,3,6,0,0,70,1
22,1,1,1,31,2,2,1,0,60,1
32,2,0,1,37,5,8,0,0,71,1
15,1,1,1,49,3,8,1,0,47,1
27,1,1,1,27,3,5,0,0,82,1
26,1,0,1,30,4,5,0,0,74,1
26,2,0,1,41,4,9,1,0,69,1
4,1,0,1,27,3,1,1,0,78,1
26,1,1,2,30,3,4,1,0,68,1
22,1,1,1,31,3,7,0,0,86,1
2,1,1,1,31,3,2,0,0,72,1
30,1,1,1,28,3,6,1,0,47,1
4,1,1,1,31,4,4,1,0,87,1
8,2,1,1,30,3,5,0,1,69,1
31,2,0,1,38,5,3,1,1,94,1
2,0,1,1,26,5,2,1,0,47,1
7,1,1,1,29,3,8,1,0,95,1
16,1,0,1,36,3,7,1,0,69,1
20,1,0,2,27,3,1,0,1,74,1
22,1,1,1,32,4,3,0,0,68,1
2,1,1,1,41,4,7,1,1,91,1
2,1,1,1,32,3,5,1,0,93,1
13,1,1,1,31,4,4,1,0,49,1
22,0,1,1,28,2,2,0,0,71,1
7,1,1,1,48,3,3,0,0,74,1
17,1,1,1,31,3,3,1,0,81,1
17,1,0,1,30,2,5,0,1,80,1
22,0,1,1,22,3,1,1,0,81,1
1,1,0,1,29,3,1,1,0,48,1
33,1,1,1,30,5,7,0,0,78,1
2,2,1,1,52,3,7,1,0,82,1
7,1,0,1,30,5,5,1,0,74,1
13,0,1,1,23,4,2,1,0,47,1
2,1,0,1,29,5,2,1,0,57,1
25,1,1,2,31,2,4,1,0,49,1
7,1,1,1,31,4,3,1,0,54,1
31,1,1,1,26,5,2,1,1,86,1
20,1,1,1,31,3,2,0,0,82,1
7,1,1,1,29,5,4,1,0,80,1
33,1,1,1,43,5,10,1,0,48,1
2,2,1,1,39,3,7,1,0,66,1
13,2,0,1,41,5,4,1,0,93,1
31,1,0,1,32,5,4,1,1,70,1
22,1,1,1,27,3,2,1,0,62,1
2,1,1,2,40,5,2,1,0,71,1
2,2,0,1,35,4,3,1,0,81,1
7,1,0,1,48,3,4,1,0,82,1
22,1,0,1,28,3,1,1,0,86,1
2,1,1,1,33,5,7,1,0,80,1
22,1,1,2,35,4,9,1,0,92,1
12,1,1,1,25,5,2,1,0,71,1
15,1,1,1,27,4,2,1,0,81,1
11,1,1,1,29,3,3,1,0,47,1
2,2,0,1,39,3,8,0,1,81,1
31,1,0,1,31,5,3,1,1,90,1
15,0,1,1,34,5,10,0,0,71,1
22,1,1,2,27,3,2,1,0,80,1
2,2,1,1,36,5,8,1,0,56,1
2,1,0,1,44,5,4,1,0,51,1
2,1,1,1,53,5,14,1,0,63,1
22,1,1,1,27,3,2,0,0,66,1
13,1,1,1,32,4,5,1,0,46,1
4,1,1,1,32,5,3,1,0,49,1
3,1,1,1,30,3,3,1,0,88,1
1,1,1,1,31,4,3,1,0,62,1
6,1,0,1,30,3,2,0,0,83,1
4,2,1,1,32,3,9,1,0,81,1
23,1,1,1,29,4,6,0,1,86,1
7,2,0,2,33,4,8,1,0,90,1
2,2,1,1,53,3,4,0,1,88,1
7,0,1,1,24,3,2,1,1,94,1
22,1,1,3,26,4,2,1,0,62,1
22,1,1,2,30,5,6,0,0,82,1
7,2,1,2,35,4,8,1,0,50,1
26,1,1,1,28,5,3,1,0,61,1
22,1,1,1,38,5,2,1,0,58,1
14,1,1,1,26,3,5,1,0,44,1
8,1,1,1,25,3,2,1,0,89,1
2,2,0,1,34,3,7,1,0,71,1
11,2,0,1,40,5,10,1,0,65,1
2,1,1,1,30,5,2,1,0,72,1
30,0,1,1,23,3,1,1,0,59,1
22,1,0,1,33,3,5,1,1,58,1
2,0,0,2,24,3,2,1,0,71,1
4,1,1,1,40,5,11,0,1,67,1
2,1,0,1,30,5,4,0,0,91,1
22,2,1,1,32,5,4,1,0,86,1
27,2,0,1,32,3,7,1,1,90,1
10,1,0,1,30,5,5,0,1,85,1
4,1,0,1,29,1,3,1,0,87,1
13,1,1,1,28,3,2,1,0,57,1
22,1,0,1,40,5,7,1,0,65,1
22,1,1,1,29,4,2,1,0,91,1
4,1,0,1,37,2,9,1,0,59,1
2,1,0,1,32,3,3,0,0,83,1
2,2,0,1,32,3,6,0,0,84,1
22,1,0,2,28,5,5,1,0,91,1
27,1,1,3,38,3,3,1,0,84,1
17,1,0,1,34,4,2,0,0,70,1
2,2,0,1,51,5,15,0,0,78,1
11,1,1,1,27,3,1,1,0,59,1
2,1,1,1,32,3,9,0,0,88,1
34,1,0,1,28,5,5,1,0,57,1
22,1,0,1,28,2,3,1,1,61,1
22,1,1,1,26,3,6,1,0,81,1
26,1,1,1,33,5,6,0,0,82,1
22,1,1,1,37,5,4,0,0,61,1
4,1,1,1,27,3,1,1,0,47,1
2,1,0,1,39,3,10,1,0,67,1
7,1,0,1,30,3,5,1,0,63,1
7,2,0,1,35,5,4,1,0,83,1
6,1,1,1,34,3,5,0,0,91,1
2,2,1,1,41,4,3,1,0,98,1
6,1,1,1,31,4,3,1,0,74,1
2,1,1,1,29,2,4,1,0,70,1
31,0,1,3,30,5,10,0,0,81,1
6,2,1,1,35,5,2,1,0,66,1
2,1,1,1,44,5,16,0,0,80,1
22,1,1,6,28,1,5,1,0,68,1
28,2,0,1,30,4,4,1,0,94,1
7,1,0,1,28,5,4,1,0,68,1
7,2,1,1,46,4,7,1,0,91,1
2,1,1,1,25,3,1,1,0,48,1
22,1,1,2,37,4,12,1,0,57,1
22,1,0,1,34,3,7,0,1,83,1
2,2,1,1,38,5,4,1,0,82,1
22,1,0,1,25,5,2,1,1,90,1
22,2,1,2,33,5,6,1,0,58,1
7,1,1,1,41,4,12,1,0,61,1
22,1,1,2,28,5,3,1,0,83,1
1,1,0,1,29,3,1,1,0,45,1
2,1,1,1,38,3,9,1,0,82,1
4,1,1,1,38,5,10,1,0,82,1
2,1,1,1,60,5,11,0,0,64,1
2,2,1,1,33,3,6,1,0,58,1
22,2,1,1,31,3,5,0,0,77,1
7,1,1,1,29,5,5,1,1,86,1
26,1,1,1,32,5,6,1,0,77,1
13,1,1,1,37,1,4,0,0,88,1
19,1,0,1,28,3,2,1,0,63,1
28,1,1,2,38,5,9,1,0,86,1
16,1,1,1,27,3,1,0,0,82,1
16,0,1,1,25,4,4,1,0,82,1
2,1,1,1,30,5,6,0,1,91,1
27,2,1,1,38,5,7,1,0,66,1
22,1,1,2,32,3,5,1,0,51,1
2,2,1,1,41,3,11,0,0,83,1
19,1,0,1,38,5,5,1,0,62,1
14,1,1,1,43,4,7,0,0,74,1
10,1,1,1,32,5,3,1,0,90,1
15,1,1,1,33,5,3,0,0,93,1
15,1,1,2,49,5,19,0,0,80,1
22,1,1,1,29,4,3,1,0,53,1
13,2,1,1,32,4,8,1,0,91,1
31,1,1,1,39,3,12,1,0,80,1
4,2,0,1,45,5,2,1,0,58,1
1,2,1,1,34,3,3,0,0,62,1
22,1,1,2,27,5,3,0,0,80,1
31,1,1,1,30,3,1,1,0,87,1
30,1,0,1,27,3,1,1,0,58,1
19,1,1,2,33,4,8,1,0,50,1
22,2,1,1,38,5,2,1,0,60,1
22,1,1,2,26,4,4,0,0,60,1
8,2,1,1,38,3,8,1,0,63,1
2,1,0,1,30,5,7,1,0,52,1
4,2,1,1,38,5,9,0,0,78,1
26,1,1,1,48,5,19,1,0,78,1
16,1,1,1,29,4,2,1,1,72,1
26,2,1,1,33,3,6,1,0,94,1
20,1,1,2,31,5,6,1,0,87,1
26,2,1,1,38,3,2,1,0,71,1
2,2,1,1,41,5,5,0,1,89,1
21,1,1,2,37,3,7,1,0,59,1
22,1,1,1,38,4,8,1,0,69,1
25,1,1,1,25,3,2,1,0,49,1
6,1,1,1,31,3,6,0,0,89,1
28,1,1,1,30,3,2,1,0,45,1
17,1,1,1,27,3,1,1,0,47,1
11,1,1,1,26,3,2,1,0,45,1
2,2,0,1,43,4,14,0,0,71,1
7,2,1,1,34,3,10,1,0,81,1
22,1,0,1,27,4,4,0,0,70,1
13,2,1,1,44,5,5,0,0,92,1
22,1,1,1,32,4,3,1,0,65,1
15,2,0,1,34,2,6,1,0,69,1
15,1,0,1,35,3,7,1,0,55,1
1,2,0,1,36,1,9,0,0,93,1
2,1,0,1,51,5,22,1,0,58,1
2,1,1,2,36,4,7,1,0,58,1
25,1,1,1,30,3,2,1,0,52,1
22,1,0,2,46,2,15,0,0,68,1
2,1,0,1,52,3,6,1,1,71,1
20,2,1,1,31,3,7,1,0,50,1
2,1,0,1,31,5,3,0,0,90,1
5,1,1,1,32,4,8,1,0,88,1
10,2,1,2,42,5,10,0,0,80,1
22,1,1,1,29,4,5,1,0,82,1
7,2,0,1,33,5,10,1,0,73,1
22,1,0,1,29,3,1,1,0,86,1
6,1,1,1,34,2,7,1,0,87,1
31,1,1,1,26,4,2,1,0,86,1
11,1,1,1,32,5,10,1,1,96,1
32,1,1,1,33,3,4,1,0,58,1
2,2,0,1,36,3,9,1,0,76,1
24,1,1,1,32,5,5,1,0,51,1
2,1,1,1,39,5,4,1,0,56,1
16,1,1,2,34,4,10,1,1,96,1
13,1,1,2,38,5,4,1,0,60,1
22,1,1,1,28,3,1,0,0,64,1
2,1,1,1,54,4,19,1,0,62,1
7,1,1,1,30,3,4,1,0,74,1
15,1,0,1,33,4,7,1,1,60,1
22,1,0,1,29,3,6,0,0,65,1
4,2,1,1,34,3,8,0,1,87,1
15,2,1,1,31,2,5,0,0,85,1
27,1,0,1,27,4,4,1,0,82,1
7,2,1,1,40,5,2,0,1,83,1
8,2,1,1,40,4,7,1,0,79,1
7,2,1,1,34,5,5,1,0,59,1
23,2,0,1,33,4,2,1,0,82,1
27,1,0,1,31,4,4,1,0,89,1
16,2,1,1,39,3,5,0,0,66,1
1,1,1,2,29,3,4,0,1,99,1
16,0,0,1,23,5,2,1,1,90,1
2,1,0,3,30,2,5,1,0,86,1
22,2,1,1,32,3,3,1,0,82,1
22,1,1,1,31,5,4,1,0,83,1
22,1,0,1,26,5,3,1,0,93,1
22,1,1,2,34,3,8,1,0,58,1
31,1,1,1,27,2,3,0,0,60,1
30,1,0,1,30,5,3,0,0,70,1
7,1,0,1,30,3,1,1,0,72,1
2,2,1,1,55,5,11,1,0,67,1
13,2,1,1,39,3,4,0,1,81,1
4,2,0,1,32,3,5,0,0,89,1
26,1,1,1,33,5,2,1,0,62,1
24,1,0,1,29,5,4,1,0,56,1
2,1,1,1,41,5,11,1,0,51,1
2,2,1,1,58,5,16,0,0,72,1
22,1,1,1,27,3,1,0,0,73,1
3,1,1,1,28,5,1,1,0,82,1
2,2,1,1,46,3,13,1,0,92,1
30,1,1,1,35,5,4,0,0,93,1
26,1,1,2,26,3,1,0,0,61,1
7,1,1,1,30,5,7,0,0,70,1
2,1,0,3,29,2,3,0,0,86,1
7,1,1,1,32,3,5,1,0,61,1
15,1,1,1,33,5,7,1,0,68,1
7,1,1,1,31,3,3,1,0,47,1
2,2,1,1,50,5,18,1,0,53,1
15,1,1,1,40,3,3,1,0,69,1
28,2,1,1,43,4,3,0,1,59,1
4,2,1,1,52,4,16,0,1,72,1
28,1,1,1,28,5,2,1,0,84,1
22,1,1,1,38,5,3,1,0,83,1
2,0,1,1,27,5,2,0,0,72,1
2,2,1,1,34,5,2,1,0,62,1
7,1,1,1,42,5,7,1,0,85,1
22,1,1,1,28,3,1,1,0,70,1
2,0,1,1,24,3,1,1,0,77,1
23,1,1,2,33,5,5,0,0,68,1
4,1,0,1,40,5,10,0,0,71,1
4,1,1,1,32,3,10,1,0,54,1
22,1,0,1,30,2,5,0,0,82,1
22,1,1,3,28,5,4,1,0,83,1
2,2,1,1,51,5,19,1,0,56,1
2,1,1,1,36,3,7,1,0,97,1
7,2,0,1,33,5,8,1,0,50,1
3,1,0,1,30,5,5,1,0,63,1
7,2,0,1,34,4,10,1,0,50,1
4,2,1,1,45,3,12,0,0,76,1
4,2,1,1,43,1,15,0,0,76,1
7,2,1,1,33,5,7,0,0,81,1
22,2,1,3,39,5,8,0,0,68,1
7,1,0,1,43,5,2,1,1,82,1
25,1,1,1,28,3,1,1,0,82,1
32,1,1,1,25,3,1,1,0,50,1
22,1,1,1,33,4,10,1,0,58,1
8,1,1,1,28,5,6,1,0,68,1
2,1,1,1,55,4,15,0,0,64,1
2,1,0,1,58,3,4,1,0,82,1
22,1,1,1,28,2,4,1,0,88,1
7,2,0,1,36,5,9,1,0,94,1
28,1,1,1,33,4,9,0,0,56,1
2,2,0,1,38,5,9,1,0,69,1
2,0,1,1,32,5,7,1,0,48,1
13,1,0,1,29,3,2,1,0,69,1
13,2,0,1,35,5,7,1,0,87,1
16,1,1,1,51,4,18,0,1,59,1
15,2,1,1,33,3,3,1,1,59,1
28,2,1,2,41,3,8,1,1,90,1
2,0,1,1,39,3,7,1,0,47,1
13,1,1,1,30,3,5,0,1,86,1
23,1,1,1,28,5,5,0,0,60,1
22,1,1,1,30,3,1,1,0,93,1
13,2,1,1,36,4,10,1,0,60,1
22,2,0,1,31,5,2,0,0,68,1
8,2,1,1,40,4,7,1,0,71,1
22,1,1,1,28,5,3,1,0,62,1
2,1,0,1,33,5,7,0,0,73,1
15,1,1,1,38,3,11,1,0,56,1
2,1,1,1,33,5,3,1,0,48,1
22,2,1,1,38,3,10,1,0,53,1
16,0,1,1,23,5,2,1,0,59,1
22,1,1,1,26,3,1,1,0,81,1
22,1,0,1,29,3,1,1,0,49,1
2,1,0,1,33,5,8,0,0,82,1
7,1,1,1,37,5,7,1,0,74,1
2,1,0,1,35,3,7,1,1,67,1
15,1,0,1,29,3,7,1,0,56,1
10,2,1,1,38,3,5,1,0,70,1
17,1,0,1,31,3,4,1,0,81,1
15,1,1,1,44,3,4,1,0,60,1
22,1,0,1,32,3,6,0,0,72,1
2,1,0,1,40,5,5,0,0,83,1
13,2,0,1,33,4,3,0,1,64,1
22,2,1,1,38,3,5,0,0,83,1
22,1,1,2,29,3,2,0,1,80,1
26,2,1,2,29,3,1,0,0,88,1
22,2,1,1,35,1,5,0,1,89,1
10,1,0,1,31,5,2,1,0,94,1
28,2,1,2,35,5,4,1,0,83,1
7,2,0,1,43,5,9,1,0,49,1
2,2,1,1,48,3,16,0,0,81,1
22,1,1,1,32,5,4,0,0,55,1
4,1,1,1,34,5,7,1,0,57,1
7,1,1,1,34,4,7,1,0,78,1
4,1,1,1,34,5,8,1,0,46,1
14,1,1,1,29,3,1,1,0,48,1
15,2,0,1,38,3,2,0,0,96,1
7,2,0,1,34,3,5,1,0,47,1
22,1,1,2,28,3,5,0,0,60,1
32,1,1,1,34,5,8,0,0,77,1
26,1,1,1,31,5,5,0,1,67,1
26,1,0,1,31,5,5,1,0,81,1
2,2,1,1,40,3,5,0,0,63,1
7,2,0,1,33,4,2,1,1,92,1
4,1,0,2,29,5,5,1,0,62,1
29,1,1,1,31,3,1,1,1,94,1
28,1,1,1,25,3,2,1,0,63,1
25,2,1,1,36,3,9,0,0,63,1
1,1,1,1,29,4,5,1,0,47,1
22,1,1,1,28,5,5,1,0,59,1
13,2,0,1,38,3,10,0,0,87,1
5,2,1,1,36,3,8,1,0,50,1
25,1,1,1,31,5,7,0,1,95,1
2,1,0,1,38,5,3,1,0,67,1
13,1,1,1,29,5,3,1,0,60,1
2,1,1,1,35,3,7,1,0,65,1
28,2,1,2,37,3,5,1,1,83,1
2,1,1,3,53,4,19,1,0,98,1
15,1,1,1,31,4,3,1,0,72,1
2,0,1,1,25,3,3,1,0,61,1
15,1,1,1,36,4,7,1,0,48,1
26,1,1,2,28,4,2,1,1,86,1
22,1,1,1,32,3,9,0,0,70,1
11,2,1,1,43,3,3,1,0,49,1
31,1,1,1,30,4,2,1,0,82,1
26,1,1,1,36,3,4,1,1,94,1
27,1,0,1,34,4,4,1,0,72,1
26,1,1,1,30,3,4,0,1,71,1
26,1,1,1,39,2,9,1,0,80,1
13,1,1,1,35,3,7,1,0,99,1
25,1,1,1,30,5,4,1,0,88,1
2,2,0,1,47,4,16,1,0,51,1
15,2,1,1,45,5,5,0,1,91,1
16,0,1,1,25,3,1,1,0,46,1
15,1,0,1,38,3,9,1,0,91,1
22,1,1,2,31,5,7,1,0,60,1
13,1,1,1,29,3,2,1,0,55,1
26,2,0,1,46,5,10,1,0,64,1
2,1,0,1,52,4,5,1,0,49,1
4,2,1,2,34,5,3,0,0,83,1
22,1,1,1,33,5,7,1,0,55,1
2,0,0,1,23,3,1,1,0,79,1
17,1,0,1,36,5,3,1,0,71,1
3,2,0,1,33,5,10,0,0,75,1
23,2,1,1,45,3,4,1,0,59,1
2,1,1,1,28,5,2,0,0,67,1
7,2,0,1,51,4,8,1,0,70,1
6,1,1,2,30,5,8,1,0,47,1
22,1,1,1,31,5,3,0,0,82,1
7,1,1,1,52,5,23,1,0,51,1
7,2,1,1,36,5,2,0,1,91,1
11,1,0,1,25,3,1,1,0,97,1
12,1,0,1,27,5,2,1,0,54,1
2,1,1,2,36,5,2,1,0,85,1
22,1,0,2,27,5,7,0,1,84,1
22,2,1,2,32,5,4,1,0,83,1
22,0,1,1,27,3,4,1,0,85,1
5,1,1,1,48,4,19,0,0,99,1
16,1,0,1,35,3,5,1,0,57,1
3,1,1,1,33,4,6,1,0,61,1
16,1,1,1,38,3,7,1,0,87,1
27,0,1,1,26,3,1,1,0,79,1
31,0,1,1,28,5,5,0,1,59,1
1,2,1,1,35,5,4,1,0,43,1
31,1,1,1,36,5,2,1,0,82,1
15,1,1,3,30,3,7,1,1,68,1
2,1,0,1,30,4,5,1,0,79,1
17,1,1,1,32,2,9,1,0,51,1
19,1,1,1,36,5,3,1,0,70,1
27,1,1,2,27,3,2,1,0,61,1
12,1,0,2,34,1,9,1,0,95,1
31,1,1,1,28,3,1,1,1,69,1
24,2,1,1,39,5,13,1,0,73,1
27,1,1,1,27,5,2,0,1,66,1
7,1,0,1,28,5,7,0,1,94,1
13,1,1,1,30,3,5,0,1,67,1
22,2,1,1,33,5,5,1,0,64,1
22,1,1,1,35,5,7,1,0,87,1
28,2,1,1,31,1,4,0,0,65,1
26,1,1,1,42,3,11,1,0,99,1
13,1,0,1,39,5,9,1,0,96,1
23,1,0,1,30,4,6,1,0,59,1
22,1,1,1,29,3,1,1,0,50,1
17,1,1,1,33,5,8,1,0,60,1
31,1,0,1,27,4,2,1,0,49,1
17,2,1,1,42,5,9,1,0,69,1
22,1,1,1,33,3,9,1,0,86,1
28,2,1,1,33,5,3,1,0,94,1
22,1,1,1,27,5,5,1,0,82,1
8,2,1,1,34,4,10,0,0,97,1
2,1,1,1,44,2,2,1,0,51,1
6,1,1,1,30,4,4,1,0,48,1
31,1,1,1,30,3,3,1,0,48,1
27,2,1,1,33,3,4,1,1,95,1
25,1,1,1,29,4,2,1,0,59,1
23,1,0,1,32,5,9,1,0,56,1
13,1,0,2,32,3,7,1,0,57,1
11,2,0,1,40,5,9,1,0,90,1
26,1,0,1,36,5,10,1,0,75,1
15,1,1,1,36,5,10,1,0,71,1
2,2,1,1,46,3,17,1,0,59,1
2,1,1,1,33,1,5,0,0,62,1
7,1,1,1,31,3,8,1,0,88,1
26,1,1,1,27,5,2,1,0,81,1
31,1,1,1,30,2,5,0,0,62,1
13,2,1,1,34,3,3,1,0,49,1
7,1,0,1,28,5,5,0,1,70,1
14,1,0,1,36,3,2,0,0,82,1
19,2,1,1,41,2,3,0,1,68,1
7,2,1,2,37,5,4,0,1,84,1
15,1,1,2,48,4,22,1,0,82,1
17,1,1,1,41,5,4,1,0,69,1
23,2,1,1,38,3,5,1,1,79,1
33,1,1,1,38,3,9,0,0,81,1
8,2,0,1,36,5,10,1,0,59,1
28,1,1,1,30,5,7,1,0,99,1
13,1,1,1,41,4,4,0,1,73,1
31,1,1,1,31,3,3,1,0,61,1
32,1,1,1,34,2,4,1,0,60,1
17,1,0,1,31,3,9,1,0,46,1
25,2,0,1,37,5,8,1,0,50,1
28,2,1,1,34,3,4,1,0,49,1
13,2,1,1,31,5,5,1,0,53,1
4,1,1,1,34,4,9,1,0,56,1
22,1,0,4,27,1,5,1,0,79,1
26,1,0,1,31,5,4,1,0,69,1
2,2,1,1,54,5,4,1,0,51,1
4,2,1,1,32,5,7,1,0,48,1
11,2,1,1,44,4,13,1,0,52,1
16,0,1,1,23,5,3,0,0,93,1
25,1,1,2,27,5,2,0,0,63,1
8,2,0,2,44,3,11,0,0,73,1
2,1,1,1,22,3,2,0,0,75,1
11,2,0,1,36,5,5,1,1,71,1
7,1,1,1,28,3,5,1,0,91,1
2,1,0,2,32,5,3,0,0,79,1
31,1,0,1,37,3,7,0,0,59,1
17,2,1,1,34,5,8,1,0,46,1
29,2,1,1,41,3,11,0,0,82,1
13,1,1,1,23,4,2,0,0,65,1
28,2,1,4,34,3,3,1,0,84,1
22,1,1,3,31,5,2,1,0,63,1
23,2,1,1,43,3,3,0,0,94,1
2,0,0,1,23,2,2,0,0,94,1
22,1,0,1,31,5,5,1,0,88,1
4,2,1,1,38,3,5,1,0,63,1
2,0,1,1,23,3,1,0,0,67,1
7,0,0,1,26,3,3,0,0,68,1
15,1,1,1,27,3,1,1,0,87,1
22,2,1,1,31,3,4,0,0,60,1
29,1,1,2,26,3,1,0,0,83,1
13,1,0,1,37,3,5,1,0,57,1
4,2,0,1,36,3,4,1,0,48,1
22,1,1,4,26,4,2,1,0,60,1
32,2,1,1,39,3,6,0,0,71,1
22,1,0,1,33,3,9,0,0,69,1
11,2,1,2,39,5,10,0,0,63,1
7,2,1,1,34,3,2,0,0,82,1
2,2,1,1,57,5,7,0,0,62,1
17,1,0,1,30,5,9,0,0,98,1
6,1,1,1,29,4,6,1,0,57,1
22,1,1,1,29,3,2,1,0,50,1
4,2,0,1,35,5,3,1,0,84,1
31,1,1,1,32,5,5,0,0,70,1
7,0,1,1,27,3,1,0,0,62,1
7,2,0,1,36,4,4,1,0,50,1
14,2,0,1,38,5,4,1,1,59,1
23,2,0,1,35,3,10,0,0,86,1
2,1,0,1,36,5,3,1,0,59,1
23,0,1,1,39,3,11,1,0,48,1
29,1,1,1,26,5,2,1,0,59,1
1,2,1,1,39,3,4,0,1,62,1
7,1,0,1,34,3,6,0,0,82,1
20,2,1,1,33,2,3,1,0,59,1
